,journalName,journalId,doi,title,pubDay,pubMonth,pubYear,codeLink,codeText,pubDate
0,Scientific Data,41597,10.1038/s41597-019-0326-9,A global database of historic and real-time flood events based on social media,9,12,2019,https://github.com/jensdebruijn/Global-Flood-Monitor,"The datasets generated have been created using code for Python 3.6, Elasticsearch 6.6 and PostgreSQL 10.6. The code is available through .",2019-12-09
0,Scientific Data,41597,10.1038/sdata.2019.12,Characterization of deep neural network features by decodability from human brain activity,12,2,2019,,,2019-02-12
0,Scientific Data,41597,10.1038/s41597-019-0224-1,Text-mined dataset of inorganic materials synthesis recipes,15,10,2019,https://github.com/CederGroupHub/text-mined-synthesis_public; www.tensorflow.org; keras.io; spacy.io; radimrehurek.com; scikit-learn.org; chemdataextractor.org,"The scripts utilized to classify paragraphs and extract recipes as well as to perform the data analysis are home-written codes which are publicly available at the github repository  with acknowledgement of the current paper. The underlying machine-learning libraries used in this project are all open-source:  (),  (),  (),  () and  () ().",2019-10-15
0,Scientific Data,41597,10.1038/s41597-020-0359-0,Reference tool kinematics-kinetics and tissue surface strain data during fundamental surgical acts,15,1,2020,https://simtk.org/projects/multis; https://docs.anaconda.com/anaconda/,"A source code repository is available at (), which provides scripts to parse the data files, create data overview plots, and register surgical tools data to the image (MRI or CT) coordinate systems. Install Python 2.7 with Anaconda () and the npTDMS library (reading LabVIEW data files). Additional libraries can be installed using Anaconda (“conda install” command). A static download package is also available containing all raw and derivative data pertinent to the current study.",2020-01-15
0,Scientific Data,41597,10.1038/s41597-019-0080-z,High-throughput calculations of catalytic properties of bimetallic alloy surfaces,28,5,2019,https://github.com/SUNCAT-Center/; https://github.com/SUNCAT-Center/CatHub/tree/master/tutorials/1_bimetallic_alloys/; https://github.com/SUNCAT-Center/CatHub/tree/master/cathub/classification.py,"The CatHub python API and the CatKit software packages are available open-source from the GitHub repository at . In addition, the latest stable version of the CatHub module is available from the Zenodo repository. The Python scripts used for plotting the data shown in Fig.  is made available as a tutorials at . The code used to classify the adsorption sites is made available at .",2019-05-28
0,Scientific Data,41597,10.1038/s41597-019-0084-8,"Mapping global development potential for renewable energy, fossil fuels, mining and agriculture sectors",27,6,2019,www.esri.com,"For DPI replication and integration of potential future data updates, we provide via figshare all Python scripts and spatial data necessary to replicate each DPI. Because these DPI scripts require input criteria data totaling 65 GBs in size, we bundled both scripts and data into four compressed files, DPI_InputsAndCode_Part01-04.zip. These scripts use ArcPy, a Python module associated with ESRI’s ArcGIS Desktop software () and require both the Advance license of this mapping software and an accompanying Spatial Analyst extension license. A  accompanies these zip files and provides all necessary instructions to setup the database and run any of the DPI scripts.",2019-06-27
0,Scientific Data,41597,10.1038/sdata.2019.35,High resolution annual average air pollution concentration maps for the Netherlands,12,3,2019,,,2019-03-12
0,Scientific Data,41597,10.1038/s41597-019-0105-7,"iEEG-BIDS, extending the Brain Imaging Data Structure specification to human intracranial electrophysiology",25,6,2019,,,2019-06-25
0,Scientific Data,41597,10.1038/s41597-019-0150-2,"MOD-LSP, MODIS-based parameters for hydrologic modeling of North American land cover change",9,8,2019,https://github.com/tbohn/VIC_Landcover_MODIS_NLCD_INEGI/releases/tag/v1.6; https://github.com/tbohn/NLCD_INEGI/releases/tag/v1.6; https://github.com/UW-Hydro/tonic/releases/0.2,"The MOD-LSP parameter sets were created via Python scripts (using the xarray package) archived on GitHub (). The NLCD_INEGI harmonized US-Mexico land cover classifications are available for download at Zenodo, with scripts archived on GitHub (). The L2015 parameter set was converted from ascii to VIC-5-compliant NetCDF format by the “tonic” tool ().",2019-08-09
0,Scientific Data,41597,10.1038/s41597-019-0088-4,Transcriptome of dorsal root ganglia caudal to a spinal cord injury with modulated behavioral activity,7,6,2019,,"[{'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR41', '#text': '41'}}, '#text': 'All analyses were performed using open sources software tools. Raw sequencing files were downloaded from Illumina BaseSpace using the Illumina Python Run Downloader. Individual samples were initially divided across four lanes for sequencing, and these files were concatenated into one single end Fastq file using the UNIX cat command.'}, {'italic': ['FN1', 'FN2', 'FN3', 'FN4', 'COND_REP'], '#text': 'cat <>.fastq <>.fastq <>.fastq <>.fastq > <>.fastq'}, {'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR27', '#text': '27'}}, '#text': 'The concatenated sequences were input to FastQC v.0.10.1 for quality control analysis using default parameters.'}, {'italic': 'COND_REP', '#text': 'fastqc <>.fastq -o <FASTQC_DIRECTORY>'}, {'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR28', '#text': '28'}}, '#text': 'Fastq files were input to Star 2.6 for alignment specifying BAM file format sorted by coordinate and requesting unmapped read files.'}, {'italic': ['COND_REP', 'COND_REP'], '#text': 'STAR–runMode alignReads–outSAMtype BAM SortedByCoordinate –outSAMstrandField intronMotif–outReadsUnmapped Fastx–readFilesIn <>.fastq.gz –outFileNamePrefix <>–runThreadN 16–genomeDir Rnor_6.0 –readFilesCommand zcat'}, {'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR29', '#text': '29'}}, 'italic': 'reverse', '#text': 'Read counts for each sample were extracted using HTSeq. 0.10.0. The  option was used to indicate strand orientation. Illumina’s TruSeq Stranded mRNA protocol was used to sequence the data and produces libraries where the first read is on the opposite strand to the RNA molecule.'}, {'italic': ['COND_REP', 'COND_REP'], '#text': 'htseq-count -f bam–stranded=reverse–mode=intersection-nonempty -r name <>/Aligned.sortedByCoord.out.bam Rattus_norvegicus.Rnor_6.0.93_PARSED.gtf ><>/gene_counts_Reversed.htseq'}, {'sup': [{'xref': [{'@ref-type': 'bibr', '@rid': 'CR31', '#text': '31'}, {'@ref-type': 'bibr', '@rid': 'CR32', '#text': '32'}], '#text': ','}, {'xref': {'@ref-type': 'bibr', '@rid': 'CR42', '#text': '42'}}], 'italic': 'estimateSizeFactors', '#text': 'The raw counts were normalized using DESeq2’s default procedure, relative log expression (RLE), using the  function. Detailed instructions can be found on the Bioconductor website for DESeq2.'}]",2019-06-07
0,Scientific Data,41597,10.1038/s41597-019-0049-y,"A dataset of egg size and shape from more than 6,700 insect species",3,7,2019,https://github.com/shchurch/Insect_Egg_Evolution; https://github.com/sdonoughe/Insect_Egg_Image_Parser; https://github.com/brunoasm/TaxReformer,"All code used to generate the insect egg dataset as well as reproduce the tables and plots shown here is made freely available. Python code used to compile the dataset and extract text information from text sources, as well as the R code used to convert the raw dataset to the final dataset and to generate the tables and figures shown here is available at . Python code used to measure published images of eggs is available at , and Python code to cross-reference the egg dataset with taxonomic tools is available at . Statistical analyses were performed using R version 3.4.2.",2019-07-03
0,Scientific Data,41597,10.1038/s41597-019-0090-x,"PathoPhenoDB, linking human pathogens to their phenotypes in support of infectious disease research",3,6,2019,https://github.com/bio-ontology-research-group/pathophenodb,The source code for PathoPhenoDB is freely available at .,2019-06-03
0,Scientific Data,41597,10.1038/s41597-019-0235-y,A cone-beam X-ray computed tomography data collection designed for machine learning,22,10,2019,,"[{'ext-link': {'@xlink:href': 'https://github.com/cicwi/WalnutReconstructionCodes', '@ext-link-type': 'uri', '#text': 'https://github.com/cicwi/WalnutReconstructionCodes'}, '#text': 'Python and MATLAB scripts for loading, pre-processing and reconstructing the projection data in the way described above are published on github: .'}, {'ext-link': {'@xlink:href': 'http://www.astra-toolbox.com', '@ext-link-type': 'uri', '#text': 'www.astra-toolbox.com'}, 'monospace': 'conda install -c astra-toolbox/label/dev astra-toolbox', 'sup': ['3', '3'], 'italic': 'μ', '#text': 'They make use of the ASTRA toolbox, which is openly available on  or accessible as a conda package (use  to install the development version). ASTRA is currently only fully supported for Windows and Linux. Installing it on Mac OS is possible but in the current state\xa0very involved and version-dependent. For obtaining a comparable scaling of the image intensities between FDK and iterative reconstructions, it is required to use a development version of the ASTRA toolbox more recent than 1.9.0\u2009dev. For each dataset, a text file containing information about motor positions (source 3D position, detector position and detector orientation) is provided and used by the aforementioned Python/MATLAB scripts to set up the reconstruction geometry. All reference reconstructions provided have been computed with the Python scripts. Furthermore, while the scripts allow to sub-sample the projections and to choose a different image resolution, the reference reconstructions were computed with all projections and within a volume of 501 voxels of size 100\u2009m as mentioned above.'}]",2019-10-22
0,Scientific Data,41597,10.1038/sdata.2019.19,Sex-specific median life expectancies from  populations for 330 animal species,19,2,2019,,,2019-02-19
0,Scientific Data,41597,10.1038/s41597-019-0051-4,Characterization of CA-MRSA TCH1516 exposed to nafcillin in bacteriological and physiological media,26,4,2019,,"[{'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR21', '#text': '21'}}, '#text': 'The pipeline used to analyze RNA sequence data is available on figshare.'}, {'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR22', '#text': '22'}}, '#text': 'The script used to remove batch effects from RNA sequencing data is available on figshare.'}]",2019-04-26
0,Scientific Data,41597,10.1038/sdata.2019.21,The variable quality of metadata about biological samples used in biomedical experiments,19,2,2019,,,2019-02-19
0,Scientific Data,41597,10.1038/s41597-020-0368-z,Reference values for resting and post exercise hemodynamic parameters in a 6–18 year old population,21,1,2020,,,2020-01-21
0,Scientific Data,41597,10.1038/sdata.2018.307,A functional connectome phenotyping dataset including cognitive state and personality measures,12,2,2019,,,2019-02-12
0,Scientific Data,41597,10.1038/s41597-019-0220-5,Tracing diagnosis trajectories over millions of patients reveal an unexpected risk in schizophrenia,15,10,2019,https://www.ahrq.gov/research/data/hcup/,"['The following software and source codes were used for the presented analysis and described in the main text:', {'ext-link': {'@xlink:href': 'https://www.mysql.com/downloads/', '@ext-link-type': 'uri', '#text': 'https://www.mysql.com/downloads/'}, '#text': '1. MySQL v14.12 was used for analysis of HCUP SIDCA data.'}, '2. An in-house developed Java script was used to trace the diagnosis trajectories of over 10.2 million patients. The source codes are available via GitHub repository for academic researches.', {'ext-link': {'@xlink:href': 'https://github.com/hypaik/HCUPSIDCA_trajectory_tracking', '@ext-link-type': 'uri', '#text': 'https://github.com/hypaik/HCUPSIDCA_trajectory_tracking'}}, '3. R package version 3.2, Java v1.8.0 and Python v2.7 were used for the presented statistical analysis.', {'ext-link': {'@xlink:href': 'https://www.r-project.org/', '@ext-link-type': 'uri', '#text': 'https://www.r-project.org/'}}, {'ext-link': {'@xlink:href': 'https://www.oracle.com/technetwork/java/javase/downloads/jdk8-downloads-2133151.html', '@ext-link-type': 'uri', '#text': 'https://www.oracle.com/technetwork/java/javase/downloads/jdk8-downloads-2133151.html'}}, {'ext-link': {'@xlink:href': 'https://www.python.org/download/releases/2.7/', '@ext-link-type': 'uri', '#text': 'https://www.python.org/download/releases/2.7/'}}, {'ext-link': {'@xlink:href': 'https://cytoscape.org/', '@ext-link-type': 'uri', '#text': 'https://cytoscape.org/'}, '#text': '4. Cytoscape, an open source platform, was used for the network analysis of disease trajectories and figure preparations.'}, '5. WebGL was used for the dynamic visualization of the presented disease trajectories.', {'ext-link': {'@xlink:href': 'https://developer.mozilla.org/en-US/docs/Web/API/WebGL_API', '@ext-link-type': 'uri', '#text': 'https://developer.mozilla.org/en-US/docs/Web/API/WebGL_API'}}, '6. All the traced disease trajectories for over 10.4 million patients in California, US was presented via our web resource.', {'ext-link': {'@xlink:href': 'http://52.89.56.137:3000/#/intro', '@ext-link-type': 'uri', '#text': 'http://52.89.56.137:3000/#/intro'}, '#text': '(Optimized only for Chrome)'}, {'xref': {'@ref-type': 'supplementary-material', '@rid': 'MOESM1', '#text': 'S1'}, '#text': '7. We also have a website and video explaining these disease trajectories. (Appendix Movie\xa0. Dynamic presentation of the traced diagnosis trajectories at scale)'}, {'ext-link': {'@xlink:href': 'https://www.youtube.com/watch?v=jJMds31-e2g', '@ext-link-type': 'uri', '#text': 'https://www.youtube.com/watch?v=jJMds31-e2g'}}, {'xref': {'@ref-type': 'supplementary-material', '@rid': 'MOESM1', '#text': 'S1'}, 'ext-link': {'@xlink:href': 'https://github.com/hypaik/HCUPSIDCA_trajectory_tracking', '@ext-link-type': 'uri', '#text': 'https://github.com/hypaik/HCUPSIDCA_trajectory_tracking'}, '#text': '8. Appendix Data\xa0. All of traced diagnosis trajectories. ().'}]",2019-10-15
0,Scientific Data,41597,10.1038/s41597-020-0355-4,"PIC, a paediatric-specific intensive care database",13,1,2020,https://github.com/Healthink/PIC,"The code that was used to create the PIC database, calculate statistics of this paper, demonstrate a machine learning task and source code which underpins the PIC website and documentation is openly available, and contributions from the research community are encouraged: .",2020-01-13
0,Scientific Data,41597,10.1038/s41597-019-0261-9,"A 2D hyperspectral library of mineral reflectance, from 900 to 2500 nm",11,11,2019,,"[{'ext-link': {'@xlink:href': 'https://github.com/unine-chyn/hics', '@ext-link-type': 'uri', '#text': 'https://github.com/unine-chyn/hics'}, '#text': 'The data acquisition and the hyperspectral data processing was performed using software developed inhouse. The software developed is available on GitHub: .'}, 'As the software setup for acquisition depends on the configuration and the hardware used, only an enumeration of the modules used is given. Three different classes of modules where used. Hardware related modules are specific to the hardware setup, and are likely to be modified with a different setup. Preview and control modules are used by the operator to control the camera and check that the process is performing satisfactorily. Finally, the plugins used for capturing data contain the algorithmic logic of the capture.', {'monospace': ['hics.hardware.specimswir.camera', 'hics.hardware.specimswir.scanner', 'hics.hardware.specimswir.framegrabber', 'hics.hardware.ev3.ev3focus', 'hics.hardware.webcam'], '#text': 'Hardware related:  (camera control),  (mirror scanner control),  (frame grabber),  (LEGO focus control), hics.hardware.ev3.ev3rotater (LEGO rotating device),  (webcam capture)'}, {'monospace': ['hics.daemon.frameconverter', 'hics.gui'], '#text': 'Preview and control:  (basic correction for preview),  (graphical user interface)'}, {'monospace': ['hics.plugin.photogrammetry', 'hics.plugin.record', 'hics.plugin.autofocus', 'hics.plugin.labelprint', 'hics.plugin.autoscan'], '#text': 'Plugins for capturing data:  (capture data from the webcam),  (record hyperspectral data),  (find the focus maximizing contrast),  (print the label for the sample),  (automate all steps required for the scan, using the various plugins)'}, 'Once data is captured, the following commands were used (@ replaces the scan name):', 'python3 –m hics.datafile.calibrate–input @.scan —output @.calibrated —max 14000', 'python3 –m hics.datafile.merge —input @.calibrated —output @.hdr —clean–required_images 2', '# A mask should be generated by the user in @.mask.png', 'python3 –m hics.datafile.maskdata —input @.hdr —mask @.mask.png —output @.mhdr.', {'sup': [{'xref': {'@ref-type': 'bibr', '@rid': 'CR8', '#text': '8'}}, {'xref': {'@ref-type': 'bibr', '@rid': 'CR12', '#text': '12'}}], '#text': 'For the 3D reconstruction, after multiple experiments with various tools, it was found that the best output quality was obtained using COLMAP for the keypoints detection and OpenMVS for the construction of the pointcloud, the mesh, and the texturing. A small change was applied to COLMAP in order to orient the sample correctly. This change however doesn’t affect the quality of the result. OpenMVS was used without any modification.'}, {'ext-link': {'@xlink:href': 'https://github.com/unine-chyn/sfm-bundle', '@ext-link-type': 'uri', '#text': 'https://github.com/unine-chyn/sfm-bundle'}, '#text': 'The code to automate the build of the tools and the processing of the images is available at .'}]",2019-11-11
0,Scientific Data,41597,10.1038/sdata.2019.30,Assessing data availability and research reproducibility in hydrology and water resources,26,2,2019,,,2019-02-26
0,Scientific Data,41597,10.1038/s41597-019-0168-5,"UASOL, a large-scale high-resolution outdoor stereo dataset",29,8,2019,project; GPS Visualizer,"We uploaded a selection of Python scripts to the public repository of the . First, the . is in charge of taking a raw ZED recording file SVO and saving the left and right color images, and the corresponding depth map. It also saves the manifest JSON and the log files. This script is largely based on the ZED sample script and needs GPU capabilities to compute the depth maps. It also needs the ZED API v2.3.3. Then, the . is a sample script that takes a manifest JSON file and loads the sequence into python variables. We used the script named . to connect to the GPS device. This script queries the current geolocalization in an infinite loop. When closed, it saves the data to a JSON file. Next, the script . takes a JSON file generated by the previous script and dumps the data to a comma-separated text file. This file is intended to be uploaded to a . in order to visually inspect the accuracy of the GPS records.",2019-08-29
0,Scientific Data,41597,10.1038/s41597-019-0081-y,"Catalysis-Hub.org, an open electronic structure database for surface reactions",28,5,2019,https://github.com/SUNCAT-Center; https://github.com/SUNCAT-Center/CatHub/tree/master/tutorials/1_bimetallic_alloys/heatmaps.py,"All code developed for the Catalysis-Hub platform is made available open source from the SUNCAT Center’s GitHub repository at , which includes the database backend, frontend and the CatHub python API. The Python script used for plotting the data shown in Fig. , using the CatHub API, is made available as a tutorial at .",2019-05-28
0,Scientific Data,41597,10.1038/s41597-019-0085-7,"YSTAFDB, a unified database of material stocks and flows for sustainability science",7,6,2019,,"[{'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR33', '#text': '33'}}, 'italic': ['cross_boundary_flows', 'cross_boundary_flows_citations', 'flows', 'flows_citations', 'processes', 'processes_citations'], '#text': 'Each filled template file was converted into csv format and then parsed using a Python script titled ‘templates_0.2’. This script converts STAF data in template files into csv files with the same table format as present in data and mapping tables in YSTAFDB. The Python script produces the following csv files: , , , , , . Therefore, this set of six csv files were produced ~60 times to develop the material cycles part of YSTAFDB, one for each filled template (i.e., for each material cycle publication).'}, {'italic': ['cross_boundary_flows', 'cross_boundary_flows', 'cross_boundary_flows_citations', 'flows', 'flows_citations', 'processes', 'processes_citations', 'criticality', 'recycling'], 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR33', '#text': '33'}}, '#text': 'All csv files of the same type, e.g., , were then merged using another Python script titled ‘merged_1.0’. This procedure yielded six merged csv files, one for each type: , , , , , and . Some manual cleaning was then performed to correct any formatting errors identified. All other tables in YSTAFDB were manually produced directly from publications, including , , and their related tables.'}]",2019-06-07
0,Scientific Data,41597,10.1038/s41597-019-0231-2,Comparative transcriptome profiling of immune response against  infection in Chinese tongue sole,22,10,2019,,"['The softwares used for data processing are included in the methods and available in the following list:', {'ext-link': {'@xlink:href': 'http://www.bioinformatics.babraham.ac.uk/projects/fastqc/', '@ext-link-type': 'uri', '#text': 'http://www.bioinformatics.babraham.ac.uk/projects/fastqc/'}, '#text': '1. FastQC v0.11.6 was used for quality assessment of FASTQ data: .'}, {'ext-link': {'@xlink:href': 'https://pypi.python.org/pypi/multiqc', '@ext-link-type': 'uri', '#text': 'https://pypi.python.org/pypi/multiqc'}, '#text': '2. MultiQC was used for combining fastqc results into one: .'}, {'ext-link': {'@xlink:href': 'http://bioinfo.single-cell.cn/rna-qc-chain.html', '@ext-link-type': 'uri', '#text': 'http://bioinfo.single-cell.cn/rna-qc-chain.html'}, '#text': '3. RNA-QC-Chain was used for data preprocessing of raw data: .'}, {'ext-link': {'@xlink:href': 'http://ccb.jhu.edu/software/tophat/downloads/', '@ext-link-type': 'uri', '#text': 'http://ccb.jhu.edu/software/tophat/downloads/'}, '#text': '4. TopHat v2.0.12 was used for clean reads aligned to the reference genome: .'}, {'ext-link': {'@xlink:href': 'http://cole-trapnell-lab.github.io/cufflinks/', '@ext-link-type': 'uri', '#text': 'http://cole-trapnell-lab.github.io/cufflinks/'}, '#text': '5. Cufflinks v2.1.1 was used for transcript assembly of samples: .'}, {'ext-link': {'@xlink:href': 'https://htseq.readthedocs.io/en/release_0.11.1/history.html#version-0-6-1', '@ext-link-type': 'uri', '#text': 'https://htseq.readthedocs.io/en/release_0.11.1/history.html#version-0-6-1'}, '#text': '6. HTSeq v0.6.1 was used for counting the reads numbers mapped to each gene: .'}, {'ext-link': {'@xlink:href': 'https://bioconductor.riken.jp/packages/3.0/bioc/html/DESeq.html', '@ext-link-type': 'uri', '#text': 'https://bioconductor.riken.jp/packages/3.0/bioc/html/DESeq.html'}, '#text': '7. DESeq package v1.18.0 was used for differential expression analysis of two groups with biological replicates: .'}, {'ext-link': {'@xlink:href': 'http://www.sthda.com/english/wiki/ggcorrplot-visualization-of-a-correlation-matrix-using-ggplot2', '@ext-link-type': 'uri', '#text': 'http://www.sthda.com/english/wiki/ggcorrplot-visualization-of-a-correlation-matrix-using-ggplot2'}, '#text': '8. Ggplot2 package was used for visualization of a correlation matrix between samples: .'}]",2019-10-22
0,Scientific Data,41597,10.1038/sdata.2019.14,An open source web application for distributed geospatial data exploration,12,2,2019,,,2019-02-12
0,Scientific Data,41597,10.1038/s41597-019-0138-y,High-throughput computation and evaluation of raman spectra,26,7,2019,,"The proprietary VASP-code is primarily used in the DFPT calculations. The processing and modifications of the simulations were implemented using Pymatgen and FireWorks. Pymatgen (Python Materials Genomics) is an open-source Python library under Massachusetts Instrutute of Technology (MIT) license for materials analysis. The workflow shown in Fig.  is implemented using FireWorks in Atomate, which stores, executes, and manages calculation workflows and is free to public through Atomate’s Github site under a modified GNU General Public License.",2019-07-26
0,Scientific Data,41597,10.1038/s41597-019-0329-6,"The heterogeneity and change in the urban structure of metropolitan areas in the United States, 1990–2010",16,12,2019,,The  subdirectory at the above data repository contains the python scripts used to produce the urban class data layers and the zonal statistics tools upon which our analysis is drawn.,2019-12-16
0,Scientific Data,41597,10.1038/s41597-019-0214-3,Global humid tropics forest structural condition and forest structural integrity maps,25,10,2019,,"['The SCI and FSII were generated in GEE. The Hansen Global Forest Change v1.5 (2000–2017) data set used to obtain loss year is served by GEE. Tree cover for 2010 was uploaded as a GEE asset from GLAD at the University of Maryland. This was done for each continental portion of the study area using the Python API Earth Engine shell on a parallel processor computer at Northern Arizona University. The same procedure was used for the canopy height data set. Human footprint data were uploaded using the GEE Asset Upload procedure.', 'The SCI weights were generated in GEE by assigning a mask of 0 where conditions are not met and 1 when they are met. An example conditional statement is:', 'var sciImage1\u2009=\u2009lossYear.gte(13).and(lossYear.lte(17)).or(forest.lt(25)).or(height.lte(5)).', 'This formulation was then used to multiply the cells with mask\u2009=\u20091 times the appropriate SCI weight. This was done for each combination of input data values for each SCI weight. The resulting maps for each category of SCI weight were combined into a single map using the GEE add command. Similar coding was used for the FSII classification. The resulting SCI and FSII maps for each continent were exported from GEE to Google Drive. GEE code for the classifications are available at', {'ext-link': {'@xlink:href': 'https://code.earthengine.google.com/f46e40ba74164a595f9be5067a7b26cf', '@ext-link-type': 'uri', '#text': 'https://code.earthengine.google.com/f46e40ba74164a595f9be5067a7b26cf'}, '#text': 'Africa:'}, {'ext-link': {'@xlink:href': 'https://code.earthengine.google.com/e6595f8040af90a7b30a9b89e42c12f6', '@ext-link-type': 'uri', '#text': 'https://code.earthengine.google.com/e6595f8040af90a7b30a9b89e42c12f6'}, '#text': 'SE Asia:'}, {'ext-link': {'@xlink:href': 'https://code.earthengine.google.com/285ecd4784d7d4e0bc9a6e6aa966b54c', '@ext-link-type': 'uri', '#text': 'https://code.earthengine.google.com/285ecd4784d7d4e0bc9a6e6aa966b54c'}, '#text': 'South America:'}]",2019-10-25
0,Scientific Data,41597,10.1038/s41597-019-0052-3,"BOLD5000, a public fMRI dataset while viewing 5000 visual images",6,5,2019,BOLD5000.org; http://psychtoolbox.org; BOLD5000.org,"The complete set of Psychtoolbox Matlab scripts for running this study are available for download at . The Psychtoolbox Version 3 Matlab toolbox and documentation are both available for download at . As per convention in the field, the complete set of images used as stimuli are available for download at .",2019-05-06
0,Scientific Data,41597,10.1038/s41597-019-0056-z,A multi-species repository of social networks,29,4,2019,https://github.com/bansallab/asnr/,All code for data characterization has been written in  using the  package. The code is open source at .,2019-04-29
0,Scientific Data,41597,10.1038/s41597-020-0381-2,Generation of a global synthetic tropical cyclone hazard dataset using STORM,6,2,2020,,,2020-02-06
0,Scientific Data,41597,10.1038/sdata.2019.29,Draft genomic and transcriptome resources for marine chelicerate,26,2,2019,,,2019-02-26
0,Scientific Data,41597,10.1038/s41597-019-0242-z,Integrated open-source software for multiscale electrophysiology,25,10,2019,https://github.com/brainstorm-tools/brainstorm3,The toolbox can be acquired as part of Brainstorm’s GitHub repository: .,2019-10-25
0,Scientific Data,41597,10.1038/s41597-019-0331-z,Profiling the effect of nafcillin on HA-MRSA D712 using bacteriological and physiological media,17,12,2019,,The complete RNAseq pipeline used in analysis of RNAseq data is available on Figshare. The script to remove batch effects from RNAseq data is also available of Figshare.,2019-12-17
0,Scientific Data,41597,10.1038/s41597-019-0066-x,A data set of inland lake catchment boundaries for the Qiangtang Plateau,16,5,2019,,"As mentioned above, some catchment delineation steps can be programmed using Python scripts which was provided in our data set. It contains two scripts, one is for single-lake catchment delineation named “Single-lake catchment.py” and the other is for tandem-lake catchment and mixed-lake catchment delineation named “Tandem-lake and Mixed-lake catchment.py”. Before running these two scripts, it needs to install ArcGIS 10.1 or above version and install the python function carried by it in the Windows system. Then, the scripts can be opened by the IDLE (python GUI). As for “Single-lake catchment.py”, line 9 is for setting a workspace for program running. It should put the initial peripheral boundary shapefile named “bd.shp” and lake shapefile named “lake.shp” in the workspace folder. Line 10 is for the original DEM grid file setting. By finishing all the above steps, it will automatically generates all the catchment units named “basin.shp”. As for “Tandem-lake and Mixed-lake catchment.py”, add the “river.kmz” file which is the river depicted from Google Earth into the workspace folder, the rest setting is the same as the “Single-lake catchment.py”.",2019-05-16
0,Scientific Data,41597,10.1038/s41597-019-0023-8,The Global Gridded Crop Model Intercomparison phase 1 simulation dataset,8,5,2019,https://github.com/RDCEP/ggcmi/tree/phase1,The data of the GGCMI phase 1 simulation set were produced by the individual modeling groups using different GGCMs. The source code of these models is subject to different distribution policies and needs to be requested from the individual groups. The source code of the central quality check as well as some general aggregation and data-processing scripts are available at .,2019-05-08
0,Scientific Data,41597,10.1038/s41597-019-0327-8,Facial model collection for medical augmented reality in oncologic cranio-maxillofacial surgery,9,12,2019,https://numpy.org/; https://pypi.org/project/pynrrd/; https://github.com/cgsaxner/PET-CT_preprocessing,"Aside from the image and 3D model processing steps performed with free or open source software described in this section, we used a custom script written in Python 3.6 with NumPy 1.15.4 () for cropping CT and PET scans in NRRD format, to cover the head and neck region only. This script furthermore outputs information about the volumetric medical data, such as the size and resolution, as seen in Table . This python script utilizes the pynrrd 0.4.0 library () to parse information about slice resolution and volume size from the header of NRRD files. With this information, we calculate the ideal number of slices to be included in the final NRRD files for upload, as described by formula. These slices are then again automatically converted to NRRD format and saved to disk. These are the NRRD files available in our figshare repository. The Python script is available on GitHub ().",2019-12-09
0,Scientific Data,41597,10.1038/s41597-019-0279-z,Chromosome genome assembly and annotation of the yellowbelly pufferfish with PacBio and Hi-C sequencing data,8,11,2019,,No specific code or script was used in this work. All commands used in the processing were executed according to the manual and protocols of the corresponding bioinformatics software.,2019-11-08
0,Scientific Data,41597,10.1038/s41597-019-0177-4,"BioExcel Building Blocks, a software library for interoperable biomolecular simulation workflows",10,9,2019,,BioBB’s source code is available at GitHub. URLs for the code and documentation repositories and the alternative installation and execution options are summarized in Online-only Table .,2019-09-10
0,Scientific Data,41597,10.1038/sdata.2019.15,", a campus-scale commercial and residential buildings electrical energy dataset",19,2,2019,,,2019-02-19
0,Scientific Data,41597,10.1038/s41597-019-0266-4,Travel times to hospitals in Australia,1,11,2019,https://github.com/sebbarb/times_to_hospitals_AU,The Python 3 code related to this project is available for download at .,2019-11-01
0,Scientific Data,41597,10.1038/s41597-019-0076-8,The FLUXCOM ensemble of global land-atmosphere energy fluxes,27,5,2019,https://git.bgc-jena.mpg.de/skoirala/fluxcom_ef_figures,Python code to synthesise the results and to generate the figures of FLUXCOM results can be obtained through the public repository at . MATLAB code for generating the flux products and ensemble estimates is available on request to Martin Jung (mjung@bgc-jena.mpg.de) for the sake of reproducibility. The collaborative nature of the FLUXCOM initiative and the demanding computing resulted in complex and large amounts of code that was customized to the HPC and file system of MPI-BGC and is therefore challenging to use. Code for processing MODIS satellite data is available on request to Kazuhito Ichii (ichii@chiba-u.jp).,2019-05-27
